TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille;;;;;;;;;;;
3136917;3136997;3140114;3219056;3302842;75;0;14;8;125;4_8;3;;787;77913;77,913;1,29855;;;;;;
3369387;3369467;3372573;3452054;3533504;75;0;14;8;125;4_8;4;;787;77913;77,913;1,29855;;;;;;
3597736;3597820;3600946;3680056;3763906;75;0;14;8;125;4_8;5;;802;79398;79,398;1,3233;;;;;;
3830536;3830624;3833742;3913066;3996988;75;0;14;8;125;4_8;6;;802;79398;79,398;1,3233;;;;;;
4067166;4067244;4070462;4164058;4247915;91;0;14;8;125;4_8;7;;802;79398;79,398;1,3233;;;;;;
4314461;4314541;4317652;4413054;4496962;91;0;14;8;125;4_8;8;;802;79398;79,398;1,3233;;;;;;
4563581;4563662;4566781;4662056;4745877;91;0;14;8;125;4_8;9;;816;80784;80,784;1,3464;;;;;;
4812460;4812541;4815652;4911054;4995046;91;0;14;8;125;4_8;10;;816;80784;80,784;1,3464;;;;;;
5061688;5061769;5064904;5176056;5259948;108;0;14;8;125;4_8;11;;816;80784;80,784;1,3464;;;;;;
5326578;5326666;5329781;5441054;5525003;108;0;14;8;125;4_8;12;;816;80784;80,784;1,3464;;;;;;
5591647;5591727;5594852;5706056;5789942;108;0;14;8;125;4_8;13;;830;82170;82,17;1,3695;;;;;;
5856544;5856632;5859739;5971060;6054990;108;0;14;8;125;4_8;14;;830;82170;82,17;1,3695;;;;;;
6121732;6121820;6124946;6252056;6335996;124;0;14;8;125;4_8;15;;830;82170;82,17;1,3695;;;;;;
6406301;6406379;6409568;6535056;6619081;124;0;14;8;125;4_8;16;;830;82170;82,17;1,3695;;;;;;
6685800;6685891;6689043;6816056;6899992;124;0;14;8;125;4_8;17;;845;83655;83,655;1,39425;;;;;;
6966603;6966684;6969821;7097054;7181027;124;0;14;8;125;4_8;18;;845;83655;83,655;1,39425;;;;;;
7247698;7247779;7250922;7396056;7479966;140;0;14;8;125;4_8;19;;845;83655;83,655;1,39425;;;;;;
7546581;7546666;7549800;7695054;7779027;140;0;14;8;125;4_8;20;;845;83655;83,655;1,39425;;;;;;
7845651;7845731;7848873;7994056;8078046;140;0;14;8;125;4_8;21;;0;0;0;0;;;;;;
8144649;8144730;8147873;8293054;8377023;140;0;14;8;125;4_8;22;;58;5742;5,742;0,0957;;;;;;
8443749;8443832;8446972;8608056;8692000;157;0;14;8;125;4_8;23;;58;5742;5,742;0,0957;;;;;;
8762360;8762438;8765628;8925056;9009025;157;0;14;8;125;4_8;24;;75;7425;7,425;0,12375;;;;;;
9075775;9075858;9079006;9240056;9323975;157;0;14;8;125;4_8;25;;75;7425;7,425;0,12375;;;;;;
9390604;9390688;9393819;9555054;9639050;157;0;14;8;125;4_8;26;;75;7425;7,425;0,12375;;;;;;
9705768;9705851;9708994;9886056;9969964;173;0;14;8;125;4_8;27;;75;7425;7,425;0,12375;;;;;;
10036563;10036643;10039778;10217054;10301046;173;0;14;8;125;4_8;28;;91;9009;9,009;0,15015;;;;;;
10367748;10367832;10370976;10548061;10631994;173;0;14;8;125;4_8;29;;91;9009;9,009;0,15015;;;;;;
10698643;10698723;10701854;10879054;10963035;173;0;14;8;125;4_8;30;;91;9009;9,009;0,15015;;;;;;
11029731;11029814;11032959;11226056;11309990;189;0;14;8;125;4_8;31;;91;9009;9,009;0,15015;;;;;;
11380343;11380421;11383620;11575056;11659012;189;0;14;8;125;4_8;32;;108;10692;10,692;0,1782;;;;;;
11725751;11725834;11728981;11922056;12005975;189;0;14;8;125;4_8;33;;108;10692;10,692;0,1782;;;;;;
12072737;12072820;12075967;12269054;12353042;189;0;14;8;125;4_8;34;;108;10692;10,692;0,1782;;;;;;
12419777;12419863;12423015;12632056;12715996;206;0;14;8;125;4_8;35;;108;10692;10,692;0,1782;;;;;;
12782624;12782704;12785845;12995054;13079073;206;0;14;8;125;4_8;36;;124;12276;12,276;0,2046;;;;;;
13145738;13145822;13148972;13358056;13441985;206;0;14;8;125;4_8;37;;124;12276;12,276;0,2046;;;;;;
13508680;13508765;13511916;13721054;13805067;206;0;14;8;125;4_8;38;;124;12276;12,276;0,2046;;;;;;
13871733;13871816;13874972;14102056;14186013;222;0;14;8;125;4_8;39;;124;12276;12,276;0,2046;;;;;;
14256354;14256432;14259632;14485056;14569037;222;0;14;8;125;4_8;40;;140;13860;13,86;0,231;;;;;;
14635783;14635878;14639031;14866056;14949990;222;0;14;8;125;4_8;41;;140;13860;13,86;0,231;;;;;;
15016628;15016708;15019849;15247054;15331033;222;0;14;8;125;4_8;42;;140;13860;13,86;0,231;;;;;;
15397731;15397814;15400972;15644056;15727978;239;0;14;8;125;4_8;43;;140;13860;13,86;0,231;;;;;;
15794664;15794745;15797892;16041054;16125090;239;0;14;8;125;4_8;44;;157;15543;15,543;0,25905;;;;;;
16191800;16191891;16195039;16438056;16521998;239;0;14;8;125;4_8;45;;157;15543;15,543;0,25905;;;;;;
16588679;16588764;16591916;16835054;16919035;239;0;14;8;125;4_8;46;;157;15543;15,543;0,25905;;;;;;
16989474;16989552;16992762;17250059;17333994;255;0;14;8;125;4_8;47;;157;15543;15,543;0,25905;;;;;;
17400616;17400697;17403847;17663054;17747048;255;0;14;8;125;4_8;48;;173;17127;17,127;0,28545;;;;;;
17813740;17813828;17816988;18076057;18160023;255;0;14;8;125;4_8;49;;173;17127;17,127;0,28545;;;;;;
18226640;18226720;18229875;18489055;18573071;255;0;14;8;125;4_8;50;;173;17127;17,127;0,28545;;;;;;
18639757;18639841;18642998;18918056;19001979;271;0;14;8;125;4_8;51;;173;17127;17,127;0,28545;;;;;;
19068663;19068755;19071937;19347054;19431048;271;0;14;8;125;4_8;52;;189;18711;18,711;0,31185;;;;;;
19497753;19497836;19500989;19776056;19859978;271;0;14;8;125;4_8;53;;189;18711;18,711;0,31185;;;;;;
19926596;19926676;19929831;20205054;20289048;271;0;14;8;125;4_8;54;;189;18711;18,711;0,31185;;;;;;
20359360;20359438;20362649;20652058;20735975;288;0;14;8;125;4_8;55;;189;18711;18,711;0,31185;;;;;;
20802612;20802692;20805847;21097054;21181069;288;0;14;8;125;4_8;56;;206;20394;20,394;0,3399;;;;;;
21247774;21247858;21251019;21542061;21626021;288;0;14;8;125;4_8;57;;206;20394;20,394;0,3399;;;;;;
21692652;21692733;21695892;21987054;22071057;288;0;14;8;125;4_8;58;;206;20394;20,394;0,3399;;;;;;
22137750;22137834;22140994;22450056;22533985;304;0;14;8;125;4_8;59;;206;20394;20,394;0,3399;;;;;;
22600608;22600692;22603849;22913054;22997089;304;0;14;8;125;4_8;60;;222;21978;21,978;0,3663;;;;;;
23063800;23063891;23067043;23376056;23459983;304;0;14;8;125;4_8;61;;222;21978;21,978;0,3663;;;;;;
23526628;23526708;23529862;23839054;23923060;304;0;14;8;125;4_8;62;;222;21978;21,978;0,3663;;;;;;
23993377;23993460;23996680;24320058;24403994;320;0;14;8;125;4_8;63;;222;21978;21,978;0,3663;;;;;;
24470635;24470715;24473882;24799054;24883033;320;0;14;8;125;4_8;64;;239;23661;23,661;0,39435;;;;;;
24949714;24949794;24952966;25278056;25362001;320;0;14;8;125;4_8;65;;239;23661;23,661;0,39435;;;;;;
25428596;25428676;25431837;25757054;25841044;320;0;14;8;125;4_8;66;;239;23661;23,661;0,39435;;;;;;
25907725;25907809;25910981;26252056;26335999;337;0;14;8;125;4_8;67;;239;23661;23,661;0,39435;;;;;;
26402666;26402746;26405916;26747054;26831071;337;0;14;8;125;4_8;68;;255;25245;25,245;0,42075;;;;;;
26897779;26897874;26901031;27242056;27325994;337;0;14;8;125;4_8;69;;255;25245;25,245;0,42075;;;;;;
27396254;27396333;27399551;27741056;27825040;337;0;14;8;125;4_8;70;;255;25245;25,245;0,42075;;;;;;
27891709;27891794;27894962;28252056;28336003;353;0;14;8;125;4_8;71;;255;25245;25,245;0,42075;;;;;;
28402673;28402754;28405918;28763054;28847035;353;0;14;8;125;4_8;72;;271;26829;26,829;0,44715;;;;;;
28913751;28913834;28917013;29274056;29357999;353;0;14;8;125;4_8;73;;271;26829;26,829;0,44715;;;;;;
29424641;29424721;29427890;29785059;29869042;353;0;14;8;125;4_8;74;;271;26829;26,829;0,44715;;;;;;
29935745;29935828;29939000;30312056;30395985;370;0;14;8;125;4_8;75;;271;26829;26,829;0,44715;;;;;;
30462598;30462685;30465840;30839054;30923042;370;0;14;8;125;4_8;76;;288;28512;28,512;0,4752;;;;;;
30989774;30989858;30993035;31366056;31449994;370;0;14;8;125;4_8;77;;288;28512;28,512;0,4752;;;;;;
31520303;31520381;31523603;31897056;31981069;370;0;14;8;125;4_8;78;;288;28512;28,512;0,4752;;;;;;
32047778;32047873;32051041;32442056;32525966;386;0;14;8;125;4_8;79;;288;28512;28,512;0,4752;;;;;;
32592662;32592742;32595918;32987054;33071063;386;0;14;8;125;4_8;80;;304;30096;30,096;0,5016;;;;;;
33137771;33137856;33141035;33532056;33615994;386;0;14;8;125;4_8;81;;304;30096;30,096;0,5016;;;;;;
33682651;33682731;33685906;34077054;34161065;386;0;14;8;125;4_8;82;;304;30096;30,096;0,5016;;;;;;
34227790;34227883;34231048;34638056;34721978;402;0;14;8;125;4_8;83;;304;30096;30,096;0,5016;;;;;;
34788650;34788730;34791913;35199054;35283059;402;0;14;8;125;4_8;84;;320;31680;31,68;0,528;;;;;;
35349759;35349843;35353021;35760061;35843994;402;0;14;8;125;4_8;85;;320;31680;31,68;0,528;;;;;;
35914360;35914438;35917669;36323056;36407046;402;0;14;8;125;4_8;86;;320;31680;31,68;0,528;;;;;;
36473733;36473816;36476989;36900056;36983968;419;0;14;8;125;4_8;87;;320;31680;31,68;0,528;;;;;;
37050598;37050678;37053847;37477059;37561035;419;0;14;8;125;4_8;88;;337;33363;33,363;0,55605;;;;;;
37627738;37627822;37631004;38054061;38138021;419;0;14;8;125;4_8;89;;337;33363;33,363;0,55605;;;;;;
38204714;38204794;38207979;38631054;38715033;419;0;14;8;125;4_8;90;;337;33363;33,363;0,55605;;;;;;
38781755;38781841;38785021;39224056;39307994;435;0;14;8;125;4_8;91;;337;33363;33,363;0,55605;;;;;;
39374639;39374719;39377898;39817054;39901035;435;0;14;8;125;4_8;92;;353;34947;34,947;0,58245;;;;;;
39971426;39971504;39974738;40412070;40496018;435;0;14;8;125;4_8;93;;353;34947;34,947;0,58245;;;;;;
40562657;40562741;40565925;41005054;41089085;435;0;14;8;125;4_8;94;;353;34947;34,947;0,58245;;;;;;
41155745;41155828;41159013;41614056;41697994;452;0;14;8;125;4_8;95;;353;34947;34,947;0,58245;;;;;;
41764620;41764700;41767884;42223058;42307055;452;0;14;8;125;4_8;96;;370;36630;36,63;0,6105;;;;;;
42373766;42373851;42377037;42832056;42916016;452;0;14;8;125;4_8;97;;370;36630;36,63;0,6105;;;;;;
42982649;42982729;42985913;43441054;43525033;452;0;14;8;125;4_8;98;;370;36630;36,63;0,6105;;;;;;
43591729;43591812;43594992;44068056;44152018;468;0;14;8;125;4_8;99;;370;36630;36,63;0,6105;;;;;;
44218638;44218718;44221902;44695054;44779094;468;0;14;8;125;4_8;100;;386;38214;38,214;0,6369;;;;;;
44849375;44849454;44852705;45322077;45406021;468;0;14;8;125;4_8;101;;386;38214;38,214;0,6369;;;;;;
45472660;45472741;45475925;45949059;46033073;468;0;14;8;125;4_8;102;;386;38214;38,214;0,6369;;;;;;
46099776;46099859;46103052;46592056;46675994;484;0;14;8;125;4_8;103;;386;38214;38,214;0,6369;;;;;;
46742657;46742737;46745925;47235054;47319083;484;0;14;8;125;4_8;104;;402;39798;39,798;0,6633;;;;;;
47385830;47385923;47389116;47878056;47961985;484;0;14;8;125;4_8;105;;402;39798;39,798;0,6633;;;;;;
48028625;48028705;48031894;48521054;48605081;484;0;14;8;125;4_8;106;;402;39798;39,798;0,6633;;;;;;
48671778;48671873;48675054;49180061;49264021;501;0;14;8;125;4_8;107;;402;39798;39,798;0,6633;;;;;;
49334367;49334446;49337682;49841057;49925069;501;0;14;8;125;4_8;108;;419;41481;41,481;0,69135;;;;;;
49991750;49991832;49995017;50500055;50583989;501;0;14;8;125;4_8;109;;419;41481;41,481;0,69135;;;;;;
50650615;50650696;50653883;51159053;51243076;501;0;14;8;125;4_8;110;;419;41481;41,481;0,69135;;;;;;
51309746;51309829;51313021;51834055;51918028;517;0;14;8;125;4_8;111;;419;41481;41,481;0,69135;;;;;;
51984693;51984774;51987982;52509053;52593094;517;0;14;8;125;4_8;112;;435;43065;43,065;0,71775;;;;;;
52659801;52659892;52663087;53184055;53268017;517;0;14;8;125;4_8;113;;435;43065;43,065;0,71775;;;;;;
53334651;53334731;53337926;53859053;53943055;517;0;14;8;125;4_8;114;;435;43065;43,065;0,71775;;;;;;
54009754;54009837;54013034;54550055;54634015;533;0;14;8;125;4_8;115;;435;43065;43,065;0,71775;;;;;;
54704399;54704477;54707721;55243055;55327069;533;0;14;8;125;4_8;116;;452;44748;44,748;0,7458;;;;;;
55393782;55393877;55397072;55934055;56018022;533;0;14;8;125;4_8;117;;452;44748;44,748;0,7458;;;;;;
56084705;56084786;56087984;56625053;56709064;533;0;14;8;125;4_8;118;;452;44748;44,748;0,7458;;;;;;
56775757;56775839;56779042;57332057;57416017;550;0;14;8;125;4_8;119;;452;44748;44,748;0,7458;;;;;;
57482640;57482720;57485909;58039060;58123154;550;0;14;8;125;4_8;120;;468;46332;46,332;0,7722;;;;;;
58189923;58190003;58193207;58746066;58830020;550;0;14;8;125;4_8;121;;468;46332;46,332;0,7722;;;;;;
58896647;58896727;58899926;59453065;59537078;550;0;14;8;125;4_8;122;;468;46332;46,332;0,7722;;;;;;
59610173;59610249;59613610;60183057;60266995;566;0;14;8;125;4_8;123;;468;46332;46,332;0,7722;;;;;;
60333672;60333752;60336958;60908053;60992072;566;0;14;8;125;4_8;124;;484;47916;47,916;0,7986;;;;;;
61058736;61058821;61062021;61633055;61716993;566;0;14;8;125;4_8;125;;484;47916;47,916;0,7986;;;;;;
61783619;61783704;61786891;62358053;62442076;566;0;14;8;125;4_8;126;;484;47916;47,916;0,7986;;;;;;
62508806;62508896;62512091;63099055;63182998;583;0;14;8;125;4_8;127;;484;47916;47,916;0,7986;;;;;;
63249622;63249702;63252907;63840053;63924084;583;0;14;8;125;4_8;128;;501;49599;49,599;0,82665;;;;;;
63990827;63990914;63994119;64581055;64664989;583;0;14;8;125;4_8;129;;501;49599;49,599;0,82665;;;;;;
64731628;64731709;64734909;65322053;65406069;583;0;14;8;125;4_8;130;;501;49599;49,599;0,82665;;;;;;
65476369;65476448;65479700;66081057;66165020;599;0;14;8;125;4_8;131;;501;49599;49,599;0,82665;;;;;;
66231639;66231719;66234928;66838053;66922059;599;0;14;8;125;4_8;132;;517;51183;51,183;0,85305;;;;;;
66988751;66988833;66992038;67595055;67679022;599;0;14;8;125;4_8;133;;517;51183;51,183;0,85305;;;;;;
67745672;67745752;67748954;68352053;68436084;599;0;14;8;125;4_8;134;;517;51183;51,183;0,85305;;;;;;
68502775;68502858;68506075;69125055;69209020;615;0;14;8;125;4_8;135;;517;51183;51,183;0,85305;;;;;;
69275654;69275734;69278939;69898053;69982074;615;0;14;8;125;4_8;136;;533;52767;52,767;0,87945;;;;;;
70048778;70048877;70052089;70671055;70755013;615;0;14;8;125;4_8;137;;533;52767;52,767;0,87945;;;;;;
70821699;70821780;70824978;71444053;71528059;615;0;14;8;125;4_8;138;;533;52767;52,767;0,87945;;;;;;
71598365;71598443;71601716;72235057;72319017;632;0;14;8;125;4_8;139;;533;52767;52,767;0,87945;;;;;;
72385677;72385762;72388975;73024053;73108107;632;0;14;8;125;4_8;140;;550;54450;54,45;0,9075;;;;;;
73174793;73174886;73178085;73813055;73896993;632;0;14;8;125;4_8;141;;550;54450;54,45;0,9075;;;;;;
73963611;73963691;73966905;74602053;74686080;632;0;14;8;125;4_8;142;;550;54450;54,45;0,9075;;;;;;
74752735;74752819;74756028;75409055;75492998;648;0;14;8;125;4_8;143;;550;54450;54,45;0,9075;;;;;;
75559630;75559711;75562916;76216053;76300082;648;0;14;8;125;4_8;144;;566;56034;56,034;0,9339;;;;;;
76366806;76366896;76370106;77023059;77107036;648;0;14;8;125;4_8;145;;566;56034;56,034;0,9339;;;;;;
77177425;77177504;77180779;77832055;77916064;648;0;14;8;125;4_8;146;;566;56034;56,034;0,9339;;;;;;
77982744;77982827;77986040;78655055;78739020;665;0;14;8;125;4_8;147;;566;56034;56,034;0,9339;;;;;;
78805653;78805738;78808943;79478053;79562088;665;0;14;8;125;4_8;148;;583;57717;57,717;0,96195;;;;;;
79628759;79628841;79632061;80301055;80385020;665;0;14;8;125;4_8;149;;583;57717;57,717;0,96195;;;;;;
80451666;80451746;80454969;81124053;81208074;665;0;14;8;125;4_8;150;;583;57717;57,717;0,96195;;;;;;
81274764;81274847;81278066;81963055;82047011;681;0;14;8;125;4_8;151;;583;57717;57,717;0,96195;;;;;;
82113688;82113768;82116984;82802053;82886055;681;0;14;8;125;4_8;152;;599;59301;59,301;0,98835;;;;;;
82952749;82952833;82956064;83641055;83725012;681;0;14;8;125;4_8;153;;599;59301;59,301;0,98835;;;;;;
83795361;83795439;83798704;84482055;84566066;681;0;14;8;125;4_8;154;;599;59301;59,301;0,98835;;;;;;
84632744;84632827;84636046;85337055;85421017;697;0;14;8;125;4_8;155;;599;59301;59,301;0,98835;;;;;;
85487679;85487763;85490984;86192053;86276066;697;0;14;8;125;4_8;156;;615;60885;60,885;1,01475;;;;;;
86342757;86342839;86346058;87047055;87131028;697;0;14;8;125;4_8;157;;615;60885;60,885;1,01475;;;;;;
87197631;87197711;87200932;87902053;87986045;697;0;14;8;125;4_8;158;;615;60885;60,885;1,01475;;;;;;
88052747;88052835;88056058;88773055;88857028;714;0;14;8;125;4_8;159;;615;60885;60,885;1,01475;;;;;;
88923654;88923734;88926947;89644053;89728066;714;0;14;8;125;4_8;160;;632;62568;62,568;1,0428;;;;;;
89798459;89798537;89801828;90519057;90603047;714;0;14;8;125;4_8;161;;632;62568;62,568;1,0428;;;;;;
90669673;90669754;90672977;91390053;91474072;714;0;14;8;125;4_8;162;;632;62568;62,568;1,0428;;;;;;
91540753;91540835;91544060;92279055;92362991;730;0;14;8;125;4_8;163;;632;62568;62,568;1,0428;;;;;;
92429636;92429716;92432947;93168053;93252066;730;0;14;8;125;4_8;164;;648;64152;64,152;1,0692;;;;;;
93318762;93318845;93322060;94057055;94141036;730;0;14;8;125;4_8;165;;648;64152;64,152;1,0692;;;;;;
94207703;94207783;94211013;94946053;95030072;730;0;14;8;125;4_8;166;;648;64152;64,152;1,0692;;;;;;
95096827;95096914;95100145;95851055;95935020;746;0;14;8;125;4_8;167;;648;64152;64,152;1,0692;;;;;;
96001649;96001729;96004950;96756053;96840067;746;0;14;8;125;4_8;168;;665;65835;65,835;1,09725;;;;;;
96910472;96910550;96913836;97663057;97746991;746;0;14;8;125;4_8;169;;665;65835;65,835;1,09725;;;;;;
97813676;97813761;97816991;98568053;98652045;746;0;14;8;125;4_8;170;;665;65835;65,835;1,09725;;;;;;
98718736;98718819;98722048;99489055;99573028;763;0;14;8;125;4_8;171;;665;65835;65,835;1,09725;;;;;;
99639655;99639736;99642967;100410057;100494061;763;0;14;8;125;4_8;172;;681;67419;67,419;1,12365;;;;;;
100560762;100560845;100564070;101331054;101415011;763;0;14;8;125;4_8;173;;681;67419;67,419;1,12365;;;;;;
101481639;101481720;101484949;102252052;102336083;763;0;14;8;125;4_8;174;;681;67419;67,419;1,12365;;;;;;
102402784;102402876;102406094;103189054;103273011;779;0;14;8;125;4_8;175;;681;67419;67,419;1,12365;;;;;;
103347523;103347602;103350902;104133054;104217087;779;0;14;8;125;4_8;176;;697;69003;69,003;1,15005;;;;;;
104283838;104283928;104287157;105070054;105154021;779;0;14;8;125;4_8;177;;697;69003;69,003;1,15005;;;;;;
105220683;105220764;105223997;106007052;106091079;779;0;14;8;125;4_8;178;;697;69003;69,003;1,15005;;;;;;
106157778;106157871;106161094;106960054;107043999;796;0;14;8;125;4_8;179;;697;69003;69,003;1,15005;;;;;;
107110701;107110785;107114016;107913052;107997117;796;0;14;8;125;4_8;180;;714;70686;70,686;1,1781;;;;;;
108063802;108063893;108067113;108866054;108949992;796;0;14;8;125;4_8;181;;714;70686;70,686;1,1781;;;;;;
109016699;109016779;109020018;109819052;109903081;796;0;14;8;125;4_8;182;;714;70686;70,686;1,1781;;;;;;
109975271;109975350;109978655;110794056;110878021;812;0;14;8;125;4_8;183;;714;70686;70,686;1,1781;;;;;;
110944656;110944736;110947967;111765052;111849060;812;0;14;8;125;4_8;184;;730;72270;72,27;1,2045;;;;;;
111915784;111915876;111919103;112736054;112820019;812;0;14;8;125;4_8;185;;730;72270;72,27;1,2045;;;;;;
112886663;112886743;112890002;113707052;113791054;812;0;14;8;125;4_8;186;;730;72270;72,27;1,2045;;;;;;
113857739;113857824;113861063;114694054;114778021;828;0;14;8;125;4_8;187;;730;72270;72,27;1,2045;;;;;;
114844674;114844755;114847995;115681056;115765075;828;0;14;8;125;4_8;188;;746;73854;73,854;1,2309;;;;;;
115831780;115831873;115835096;116668054;116752014;828;0;14;8;125;4_8;189;;746;73854;73,854;1,2309;;;;;;
116822657;116822735;116826031;117659054;117743079;828;0;14;8;125;4_8;190;;746;73854;73,854;1,2309;;;;;;
117809806;117809901;117813132;118662054;118745997;845;0;14;8;125;4_8;191;;746;73854;73,854;1,2309;;;;;;
118812663;118812743;118815981;119665052;119749081;845;0;14;8;125;4_8;192;;763;75537;75,537;1,25895;;;;;;
119815818;119815907;119819143;120668058;120752016;845;0;14;8;125;4_8;193;;763;75537;75,537;1,25895;;;;;;
120818667;120818748;120821985;121671052;121755066;845;0;14;8;125;4_8;194;;763;75537;75,537;1,25895;;;;;;
121821735;121821820;121825065;122690054;122774021;861;0;14;8;125;4_8;195;;763;75537;75,537;1,25895;;;;;;
122840674;122840754;122843990;123709052;123793081;861;0;14;8;125;4_8;196;;779;77121;77,121;1,28535;;;;;;
123863374;123863452;123866750;124730056;124814021;861;0;14;8;125;4_8;197;;779;77121;77,121;1,28535;;;;;;
124880696;124880776;124884025;125749052;125833092;861;0;14;8;125;4_8;198;;779;77121;77,121;1,28535;;;;;;
125899783;125899876;125903113;126784054;126868010;878;0;14;8;125;4_8;199;;779;77121;77,121;1,28535;;;;;;
126934657;126934738;126937978;127819052;127903068;878;0;14;8;125;4_8;200;;796;78804;78,804;1,3134;;;;;;
127969771;127969858;127973096;128854054;128938023;878;0;14;8;125;4_8;201;;796;78804;78,804;1,3134;;;;;;
129004672;129004753;129007995;129889052;129973060;878;0;14;8;125;4_8;202;;796;78804;78,804;1,3134;;;;;;
130039800;130039891;130043137;130942054;131025996;894;0;14;8;125;4_8;203;;796;78804;78,804;1,3134;;;;;;
131096315;131096393;131099688;131997054;132081098;894;0;14;8;125;4_8;204;;812;80388;80,388;1,3398;;;;;;
132147787;132147881;132151118;133050054;133134003;894;0;14;8;125;4_8;205;;812;80388;80,388;1,3398;;;;;;
133200637;133200718;133203964;134103052;134187083;894;0;14;8;125;4_8;206;;812;80388;80,388;1,3398;;;;;;
134253778;134253876;134257113;135172054;135255990;910;0;14;8;125;4_8;207;;812;80388;80,388;1,3398;;;;;;
135322642;135322723;135325978;136241052;136325079;910;0;14;8;125;4_8;208;;828;81972;81,972;1,3662;;;;;;
136391842;136391932;136395175;137310054;137394016;910;0;14;8;125;4_8;209;;828;81972;81,972;1,3662;;;;;;
