TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille;;;;;;;;;;;
109991768;109991851;109995099;110680052;110763992;681;0;14;8;125;4_6;205;;620;61380;61,38;1,023;;;;;;
110834210;110834289;110837598;111523052;111607073;681;0;14;8;125;4_6;206;;620;61380;61,38;1,023;;;;;;
111673804;111673899;111677140;112374052;112457984;693;0;14;8;125;4_6;207;;620;61380;61,38;1,023;;;;;;
112524622;112524702;112527947;113225050;113309073;693;0;14;8;125;4_6;208;;632;62568;62,568;1,0428;;;;;;
113375785;113375881;113379120;114076052;114160021;693;0;14;8;125;4_6;209;;632;62568;62,568;1,0428;;;;;;
114226665;114226745;114229993;114927050;115011077;693;0;14;8;125;4_6;210;;632;62568;62,568;1,0428;;;;;;
115077781;115077874;115081124;115790052;115874001;706;0;14;8;125;4_6;211;;632;62568;62,568;1,0428;;;;;;
115940636;115940720;115943968;116653050;116737066;706;0;14;8;125;4_6;212;;644;63756;63,756;1,0626;;;;;;
116807364;116807442;116810752;117519054;117603040;706;0;14;8;125;4_6;213;;644;63756;63,756;1,0626;;;;;;
117669713;117669797;117673067;118382050;118466077;706;0;14;8;125;4_6;214;;644;63756;63,756;1,0626;;;;;;
118532828;118532917;118536162;119259052;119342990;718;0;14;8;125;4_6;215;;644;63756;63,756;1,0626;;;;;;
119409646;119409726;119412981;120136050;120220077;718;0;14;8;125;4_6;216;;656;64944;64,944;1,0824;;;;;;
120286776;120286869;120290109;121013052;121097077;718;0;14;8;125;4_6;217;;656;64944;64,944;1,0824;;;;;;
121163697;121163777;121167033;121890050;121974098;718;0;14;8;125;4_6;218;;656;64944;64,944;1,0824;;;;;;
122040819;122040907;122044156;122779052;122863009;730;0;14;8;125;4_6;219;;656;64944;64,944;1,0824;;;;;;
122933295;122933374;122936678;123670052;123754066;730;0;14;8;125;4_6;220;;669;66231;66,231;1,10385;;;;;;
123820768;123820851;123824107;124559052;124642995;730;0;14;8;125;4_6;221;;669;66231;66,231;1,10385;;;;;;
124709631;124709715;124712966;125448050;125532096;730;0;14;8;125;4_6;222;;669;66231;66,231;1,10385;;;;;;
3151929;3152007;3152198;3152281;3236385;0;0;14;0;125;4_7;0;;669;66231;66,231;1,10385;;;;;;
3302990;3303071;3303334;3364052;3447911;56;0;14;8;125;4_7;1;;681;67419;67,419;1,12365;;;;;;
3514445;3514525;3517633;3579046;3662906;56;0;14;8;125;4_7;2;;681;67419;67,419;1,12365;;;;;;
3729510;3729591;3732707;3808053;3891858;71;0;14;8;125;4_7;3;;681;67419;67,419;1,12365;;;;;;
3958403;3958483;3961591;4037051;4118519;71;0;14;8;125;4_7;4;;681;67419;67,419;1,12365;;;;;;
4182731;4182814;4185938;4261053;4344869;71;0;14;8;125;4_7;5;;693;68607;68,607;1,14345;;;;;;
4411458;4411538;4414655;4490051;4573927;71;0;14;8;125;4_7;6;;693;68607;68,607;1,14345;;;;;;
4644113;4644191;4647370;4735055;4818869;85;0;14;8;125;4_7;7;;693;68607;68,607;1,14345;;;;;;
4885423;4885504;4888621;4978051;5061956;85;0;14;8;125;4_7;8;;693;68607;68,607;1,14345;;;;;;
5128638;5128718;5131834;5221053;5304854;85;0;14;8;125;4_7;9;;706;69894;69,894;1,1649;;;;;;
5371403;5371483;5374628;5464051;5547995;85;0;14;8;125;4_7;10;;706;69894;69,894;1,1649;;;;;;
5614716;5614801;5617938;5721053;5804946;99;0;14;8;125;4_7;11;;706;69894;69,894;1,1649;;;;;;
5871608;5871689;5874821;5978051;6062019;99;0;14;8;125;4_7;12;;706;69894;69,894;1,1649;;;;;;
6128765;6128849;6131974;6235053;6318954;99;0;14;8;125;4_7;13;;718;71082;71,082;1,1847;;;;;;
6385581;6385670;6388784;6492051;6575988;99;0;14;8;125;4_7;14;;718;71082;71,082;1,1847;;;;;;
6642696;6642781;6645909;6763052;6846993;114;0;14;8;125;4_7;15;;718;71082;71,082;1,1847;;;;;;
6917289;6917367;6920558;7036053;7120131;114;0;14;8;125;4_7;16;;718;71082;71,082;1,1847;;;;;;
7186855;7186945;7190084;7307053;7390999;114;0;14;8;125;4_7;17;;730;72270;72,27;1,2045;;;;;;
7457623;7457703;7460831;7578051;7662024;114;0;14;8;125;4_7;18;;730;72270;72,27;1,2045;;;;;;
7728694;7728775;7731923;7863053;7946963;128;0;14;8;125;4_7;19;;730;72270;72,27;1,2045;;;;;;
8013575;8013660;8016797;8148051;8232032;128;0;14;8;125;4_7;20;;730;72270;72,27;1,2045;;;;;;
8298703;8298783;8301925;8433053;8516950;128;0;14;8;125;4_7;21;;0;0;0;0;;;;;;
8583584;8583674;8586805;8718051;8802029;128;0;14;8;125;4_7;22;;56;5544;5,544;0,0924;;;;;;
8868739;8868822;8871970;9019053;9103081;142;0;14;8;125;4_7;23;;56;5544;5,544;0,0924;;;;;;
9173427;9173505;9176705;9322053;9406029;142;0;14;8;125;4_7;24;;71;7029;7,029;0,11715;;;;;;
9472695;9472776;9475927;9623053;9706960;142;0;14;8;125;4_7;25;;71;7029;7,029;0,11715;;;;;;
9773602;9773687;9776817;9924051;10008040;142;0;14;8;125;4_7;26;;71;7029;7,029;0,11715;;;;;;
10074790;10074883;10078025;10239053;10322974;157;0;14;8;125;4_7;27;;71;7029;7,029;0,11715;;;;;;
10389640;10389721;10392854;10554051;10638031;157;0;14;8;125;4_7;28;;85;8415;8,415;0,14025;;;;;;
10704725;10704808;10707954;10869057;10952995;157;0;14;8;125;4_7;29;;85;8415;8,415;0,14025;;;;;;
11019643;11019723;11022852;11184051;11268053;157;0;14;8;125;4_7;30;;85;8415;8,415;0,14025;;;;;;
11334752;11334835;11337981;11513053;11596972;171;0;14;8;125;4_7;31;;85;8415;8,415;0,14025;;;;;;
11667316;11667394;11670603;11846053;11930057;171;0;14;8;125;4_7;32;;99;9801;9,801;0,16335;;;;;;
11996751;11996835;11999979;12175053;12258972;171;0;14;8;125;4_7;33;;99;9801;9,801;0,16335;;;;;;
12325647;12325727;12328880;12504051;12588042;171;0;14;8;125;4_7;34;;99;9801;9,801;0,16335;;;;;;
12654755;12654837;12657988;12847057;12930979;185;0;14;8;125;4_7;35;;99;9801;9,801;0,16335;;;;;;
12997627;12997708;13000845;13190051;13274042;185;0;14;8;125;4_7;36;;114;11286;11,286;0,1881;;;;;;
13340733;13340817;13343966;13533053;13616986;185;0;14;8;125;4_7;37;;114;11286;11,286;0,1881;;;;;;
13683685;13683770;13686918;13876051;13960059;185;0;14;8;125;4_7;38;;114;11286;11,286;0,1881;;;;;;
14026739;14026822;14029970;14233053;14317013;200;0;14;8;125;4_7;39;;114;11286;11,286;0,1881;;;;;;
14387381;14387459;14390665;14592053;14676048;200;0;14;8;125;4_7;40;;128;12672;12,672;0,2112;;;;;;
14742767;14742849;14746000;14949053;15032984;200;0;14;8;125;4_7;41;;128;12672;12,672;0,2112;;;;;;
15099661;15099741;15102890;15306051;15390019;200;0;14;8;125;4_7;42;;128;12672;12,672;0,2112;;;;;;
15456703;15456784;15459944;15677053;15760974;214;0;14;8;125;4_7;43;;128;12672;12,672;0,2112;;;;;;
15827635;15827716;15830854;16048051;16132098;214;0;14;8;125;4_7;44;;142;14058;14,058;0,2343;;;;;;
16198837;16198927;16202078;16419053;16503001;214;0;14;8;125;4_7;45;;142;14058;14,058;0,2343;;;;;;
16569665;16569745;16572914;16790051;16874061;214;0;14;8;125;4_7;46;;142;14058;14,058;0,2343;;;;;;
16944464;16944543;16947753;17179055;17262981;228;0;14;8;125;4_7;47;;142;14058;14,058;0,2343;;;;;;
17329648;17329729;17332886;17566051;17650055;228;0;14;8;125;4_7;48;;157;15543;15,543;0,25905;;;;;;
17716741;17716828;17719988;17953053;18037008;228;0;14;8;125;4_7;49;;157;15543;15,543;0,25905;;;;;;
18103665;18103746;18106900;18340051;18424029;228;0;14;8;125;4_7;50;;157;15543;15,543;0,25905;;;;;;
18490772;18490856;18494019;18741053;18824990;243;0;14;8;125;4_7;51;;157;15543;15,543;0,25905;;;;;;
18891686;18891766;18894921;19142051;19226042;243;0;14;8;125;4_7;52;;171;16929;16,929;0,28215;;;;;;
19292748;19292833;19295990;19543053;19626981;243;0;14;8;125;4_7;53;;171;16929;16,929;0,28215;;;;;;
19693596;19693676;19696829;19944051;20028053;243;0;14;8;125;4_7;54;;171;16929;16,929;0,28215;;;;;;
20098552;20098630;20101851;20361055;20444969;257;0;14;8;125;4_7;55;;171;16929;16,929;0,28215;;;;;;
20511652;20511732;20514894;20776051;20860065;257;0;14;8;125;4_7;56;;185;18315;18,315;0,30525;;;;;;
20926765;20926849;20930007;21191061;21275021;257;0;14;8;125;4_7;57;;185;18315;18,315;0,30525;;;;;;
21341675;21341756;21344918;21606051;21690029;257;0;14;8;125;4_7;58;;185;18315;18,315;0,30525;;;;;;
21756737;21756820;21759981;22035053;22119013;271;0;14;8;125;4_7;59;;185;18315;18,315;0,30525;;;;;;
22185639;22185723;22188880;22464051;22548061;271;0;14;8;125;4_7;60;;200;19800;19,8;0,33;;;;;;
22614769;22614852;22618019;22893053;22976977;271;0;14;8;125;4_7;61;;200;19800;19,8;0,33;;;;;;
23043613;23043693;23046850;23322051;23406057;271;0;14;8;125;4_7;62;;200;19800;19,8;0,33;;;;;;
23476359;23476442;23479666;23767055;23850974;286;0;14;8;125;4_7;63;;200;19800;19,8;0,33;;;;;;
23917646;23917726;23920892;24210050;24294036;286;0;14;8;125;4_7;64;;214;21186;21,186;0,3531;;;;;;
24360696;24360776;24363944;24653053;24736990;286;0;14;8;125;4_7;65;;214;21186;21,186;0,3531;;;;;;
24803640;24803721;24806888;25096051;25180059;286;0;14;8;125;4_7;66;;214;21186;21,186;0,3531;;;;;;
25246725;25246808;25249981;25553067;25637013;300;0;14;8;125;4_7;67;;214;21186;21,186;0,3531;;;;;;
25703704;25703784;25706956;26010069;26094153;300;0;14;8;125;4_7;68;;228;22572;22,572;0,3762;;;;;;
26160853;26160943;26164112;26467071;26551010;300;0;14;8;125;4_7;69;;228;22572;22,572;0,3762;;;;;;
26621220;26621299;26624516;26928073;27012063;300;0;14;8;125;4_7;70;;228;22572;22,572;0,3762;;;;;;
27078765;27078853;27082023;27401053;27485010;314;0;14;8;125;4_7;71;;228;22572;22,572;0,3762;;;;;;
27551685;27551765;27554936;27874051;27958032;314;0;14;8;125;4_7;72;;243;24057;24,057;0,40095;;;;;;
28024719;28024801;28027972;28347053;28430990;314;0;14;8;125;4_7;73;;243;24057;24,057;0,40095;;;;;;
28497684;28497764;28500927;28820051;28904032;314;0;14;8;125;4_7;74;;243;24057;24,057;0,40095;;;;;;
28970743;28970826;28974000;29307053;29390984;329;0;14;8;125;4_7;75;;243;24057;24,057;0,40095;;;;;;
29457607;29457695;29460856;29794051;29878032;329;0;14;8;125;4_7;76;;257;25443;25,443;0,42405;;;;;;
29944721;29944806;29947981;30281053;30364984;329;0;14;8;125;4_7;77;;257;25443;25,443;0,42405;;;;;;
30435269;30435347;30438567;30770053;30854032;329;0;14;8;125;4_7;78;;257;25443;25,443;0,42405;;;;;;
30920789;30920881;30924050;31271053;31354960;343;0;14;8;125;4_7;79;;257;25443;25,443;0,42405;;;;;;
31421679;31421759;31424938;31772051;31856031;343;0;14;8;125;4_7;80;;271;26829;26,829;0,44715;;;;;;
31922725;31922808;31925983;32273053;32356981;343;0;14;8;125;4_7;81;;271;26829;26,829;0,44715;;;;;;
32423653;32423733;32426909;32774051;32858040;343;0;14;8;125;4_7;82;;271;26829;26,829;0,44715;;;;;;
32924771;32924856;32928035;33289053;33372981;357;0;14;8;125;4_7;83;;271;26829;26,829;0,44715;;;;;;
33439619;33439704;33442880;33804051;33888057;357;0;14;8;125;4_7;84;;286;28314;28,314;0,4719;;;;;;
33954754;33954837;33958017;34319057;34402988;357;0;14;8;125;4_7;85;;286;28314;28,314;0,4719;;;;;;
34477816;34477903;34481128;34842053;34926061;357;0;14;8;125;4_7;86;;286;28314;28,314;0,4719;;;;;;
34992738;34992822;34996002;35371053;35454974;372;0;14;8;125;4_7;87;;286;28314;28,314;0,4719;;;;;;
35521614;35521694;35524871;35900055;35984042;372;0;14;8;125;4_7;88;;300;29700;29,7;0,495;;;;;;
36050705;36050786;36053972;36429057;36513010;372;0;14;8;125;4_7;89;;300;29700;29,7;0,495;;;;;;
36579703;36579783;36582979;36958051;37042030;372;0;14;8;125;4_7;90;;300;29700;29,7;0,495;;;;;;
37108778;37108872;37112048;37503053;37586984;386;0;14;8;125;4_7;91;;300;29700;29,7;0,495;;;;;;
37653639;37653719;37656894;38048051;38132051;386;0;14;8;125;4_7;92;;314;31086;31,086;0,5181;;;;;;
38204497;38204576;38207815;38597055;38680983;386;0;14;8;125;4_7;93;;314;31086;31,086;0,5181;;;;;;
38747644;38747728;38750904;39142051;39226055;386;0;14;8;125;4_7;94;;314;31086;31,086;0,5181;;;;;;
39292772;39292857;39296046;39701053;39784990;400;0;14;8;125;4_7;95;;314;31086;31,086;0,5181;;;;;;
39851642;39851722;39854904;40260055;40344057;400;0;14;8;125;4_7;96;;329;32571;32,571;0,54285;;;;;;
40410755;40410837;40414021;40819053;40902974;400;0;14;8;125;4_7;97;;329;32571;32,571;0,54285;;;;;;
40969610;40969690;40972874;41378051;41462032;400;0;14;8;125;4_7;98;;329;32571;32,571;0,54285;;;;;;
41528731;41528814;41531994;41951053;42034990;415;0;14;8;125;4_7;99;;329;32571;32,571;0,54285;;;;;;
42101694;42101774;42104962;42524051;42608065;415;0;14;8;125;4_7;100;;343;33957;33,957;0,56595;;;;;;
42678503;42678581;42681834;43099055;43183021;415;0;14;8;125;4_7;101;;343;33957;33,957;0,56595;;;;;;
43249671;43249751;43252936;43672051;43756061;415;0;14;8;125;4_7;102;;343;33957;33,957;0,56595;;;;;;
43822751;43822832;43826025;44259053;44343009;429;0;14;8;125;4_7;103;;343;33957;33,957;0,56595;;;;;;
44409685;44409765;44412950;44846051;44930075;429;0;14;8;125;4_7;104;;357;35343;35,343;0,58905;;;;;;
44996807;44996902;45000084;45433053;45516986;429;0;14;8;125;4_7;105;;357;35343;35,343;0,58905;;;;;;
45583676;45583757;45586948;46020051;46104098;429;0;14;8;125;4_7;106;;357;35343;35,343;0,58905;;;;;;
46170819;46170907;46174112;46621053;46705017;443;0;14;8;125;4_7;107;;357;35343;35,343;0,58905;;;;;;
46775370;46775449;46778684;47224053;47308065;443;0;14;8;125;4_7;108;;372;36828;36,828;0,6138;;;;;;
47374746;47374830;47378015;47825053;47908994;443;0;14;8;125;4_7;109;;372;36828;36,828;0,6138;;;;;;
47975652;47975732;47978921;48426051;48510069;443;0;14;8;125;4_7;110;;372;36828;36,828;0,6138;;;;;;
48576747;48576830;48580023;49041053;49125038;458;0;14;8;125;4_7;111;;372;36828;36,828;0,6138;;;;;;
49191730;49191814;49195019;49656051;49740045;458;0;14;8;125;4_7;112;;386;38214;38,214;0,6369;;;;;;
49806773;49806858;49810054;50271053;50355032;458;0;14;8;125;4_7;113;;386;38214;38,214;0,6369;;;;;;
50421676;50421757;50424947;50886049;50970058;458;0;14;8;125;4_7;114;;386;38214;38,214;0,6369;;;;;;
51036759;51036843;51040034;51517051;51601018;472;0;14;8;125;4_7;115;;386;38214;38,214;0,6369;;;;;;
51671374;51671452;51674721;52150051;52234058;472;0;14;8;125;4_7;116;;400;39600;39,6;0,66;;;;;;
52300776;52300869;52304060;52781051;52865020;472;0;14;8;125;4_7;117;;400;39600;39,6;0,66;;;;;;
52931667;52931747;52934945;53412054;53496076;472;0;14;8;125;4_7;118;;400;39600;39,6;0,66;;;;;;
53562774;53562869;53566060;54057051;54141018;486;0;14;8;125;4_7;119;;400;39600;39,6;0,66;;;;;;
54207655;54207735;54210926;54702049;54786054;486;0;14;8;125;4_7;120;;415;41085;41,085;0,68475;;;;;;
54852744;54852827;54856030;55347052;55431007;486;0;14;8;125;4_7;121;;415;41085;41,085;0,68475;;;;;;
55497655;55497735;55500926;55992050;56076146;486;0;14;8;125;4_7;122;;415;41085;41,085;0,68475;;;;;;
56149799;56149886;56153239;56657054;56740994;501;0;14;8;125;4_7;123;;415;41085;41,085;0,68475;;;;;;
56807680;56807760;56810961;57316050;57400064;501;0;14;8;125;4_7;124;;429;42471;42,471;0,70785;;;;;;
57466742;57466825;57470024;57975052;58058989;501;0;14;8;125;4_7;125;;429;42471;42,471;0,70785;;;;;;
58125651;58125735;58128926;58634050;58718066;501;0;14;8;125;4_7;126;;429;42471;42,471;0,70785;;;;;;
58784815;58784904;58788094;59307051;59390998;515;0;14;8;125;4_7;127;;429;42471;42,471;0,70785;;;;;;
59457644;59457724;59460935;59980049;60064113;515;0;14;8;125;4_7;128;;443;43857;43,857;0,73095;;;;;;
60130823;60130913;60134113;60653056;60737003;515;0;14;8;125;4_7;129;;443;43857;43,857;0,73095;;;;;;
60803659;60803739;60806943;61326049;61410062;515;0;14;8;125;4_7;130;;443;43857;43,857;0,73095;;;;;;
61480490;61480568;61483822;62015053;62099078;529;0;14;8;125;4_7;131;;443;43857;43,857;0,73095;;;;;;
62165694;62165775;62168978;62702049;62786064;529;0;14;8;125;4_7;132;;458;45342;45,342;0,7557;;;;;;
62852733;62852817;62856020;63389051;63473022;529;0;14;8;125;4_7;133;;458;45342;45,342;0,7557;;;;;;
63539690;63539770;63542976;64076049;64160056;529;0;14;8;125;4_7;134;;458;45342;45,342;0,7557;;;;;;
64226791;64226886;64230094;64777051;64861008;544;0;14;8;125;4_7;135;;458;45342;45,342;0,7557;;;;;;
64927677;64927757;64930965;65478049;65562058;544;0;14;8;125;4_7;136;;472;46728;46,728;0,7788;;;;;;
65628750;65628835;65632049;66179051;66262996;544;0;14;8;125;4_7;137;;472;46728;46,728;0,7788;;;;;;
66333363;66333442;66336696;66882051;66966060;544;0;14;8;125;4_7;138;;472;46728;46,728;0,7788;;;;;;
67032789;67032882;67036087;67599051;67683018;558;0;14;8;125;4_7;139;;472;46728;46,728;0,7788;;;;;;
67749660;67749740;67752949;68316054;68400068;558;0;14;8;125;4_7;140;;486;48114;48,114;0,8019;;;;;;
68466756;68466841;68470047;69033052;69117032;558;0;14;8;125;4_7;141;;486;48114;48,114;0,8019;;;;;;
69183665;69183745;69186961;69750050;69834068;558;0;14;8;125;4_7;142;;486;48114;48,114;0,8019;;;;;;
69900795;69900886;69904087;70481051;70565013;572;0;14;8;125;4_7;143;;486;48114;48,114;0,8019;;;;;;
70631654;70631735;70634943;71212049;71296076;572;0;14;8;125;4_7;144;;501;49599;49,599;0,82665;;;;;;
71362787;71362880;71366079;71943056;72027022;572;0;14;8;125;4_7;145;;501;49599;49,599;0,82665;;;;;;
72097388;72097467;72100725;72676051;72760062;572;0;14;8;125;4_7;146;;501;49599;49,599;0,82665;;;;;;
72826757;72826841;72830052;73421051;73505011;587;0;14;8;125;4_7;147;;501;49599;49,599;0,82665;;;;;;
73571641;73571725;73574952;74166049;74250062;587;0;14;8;125;4_7;148;;515;50985;50,985;0,84975;;;;;;
74316749;74316831;74320045;74911051;74995018;587;0;14;8;125;4_7;149;;515;50985;50,985;0,84975;;;;;;
75061664;75061745;75065008;75656049;75740045;587;0;14;8;125;4_7;150;;515;50985;50,985;0,84975;;;;;;
75806788;75806880;75810085;76415051;76499008;601;0;14;8;125;4_7;151;;515;50985;50,985;0,84975;;;;;;
76565683;76565764;76568978;77174049;77258064;601;0;14;8;125;4_7;152;;529;52371;52,371;0,87285;;;;;;
77324759;77324843;77328060;77933051;78016989;601;0;14;8;125;4_7;153;;529;52371;52,371;0,87285;;;;;;
78087419;78087498;78090759;78694052;78778058;601;0;14;8;125;4_7;154;;529;52371;52,371;0,87285;;;;;;
78844729;78844813;78848030;79467051;79551013;615;0;14;8;125;4_7;155;;529;52371;52,371;0,87285;;;;;;
79617653;79617733;79620952;80240054;80324058;615;0;14;8;125;4_7;156;;544;53856;53,856;0,8976;;;;;;
80390757;80390841;80394058;81013052;81097018;615;0;14;8;125;4_7;157;;544;53856;53,856;0,8976;;;;;;
81163646;81163726;81166939;81786050;81870056;615;0;14;8;125;4_7;158;;544;53856;53,856;0,8976;;;;;;
81936759;81936847;81940065;82573051;82657016;630;0;14;8;125;4_7;159;;544;53856;53,856;0,8976;;;;;;
82723676;82723756;82726969;83360049;83444058;630;0;14;8;125;4_7;160;;558;55242;55,242;0,9207;;;;;;
83514447;83514525;83517812;84151053;84235022;630;0;14;8;125;4_7;161;;558;55242;55,242;0,9207;;;;;;
84301657;84301737;84304955;84938049;85022066;630;0;14;8;125;4_7;162;;558;55242;55,242;0,9207;;;;;;
85088786;85088880;85092096;85741051;85824993;644;0;14;8;125;4_7;163;;558;55242;55,242;0,9207;;;;;;
85891643;85891723;85894950;86544049;86628090;644;0;14;8;125;4_7;164;;572;56628;56,628;0,9438;;;;;;
86694795;86694886;86698096;87347051;87430983;644;0;14;8;125;4_7;165;;572;56628;56,628;0,9438;;;;;;
87497669;87497749;87500978;88150049;88234050;644;0;14;8;125;4_7;166;;572;56628;56,628;0,9438;;;;;;
88300783;88300876;88304098;88967051;89051008;658;0;14;8;125;4_7;167;;572;56628;56,628;0,9438;;;;;;
89117703;89117783;89121010;89784049;89868056;658;0;14;8;125;4_7;168;;587;58113;58,113;0,96855;;;;;;
89938464;89938543;89941822;90603054;90687007;658;0;14;8;125;4_7;169;;587;58113;58,113;0,96855;;;;;;
90753638;90753723;90756952;91420049;91504062;658;0;14;8;125;4_7;170;;587;58113;58,113;0,96855;;;;;;
91570769;91570852;91574096;92251051;92335041;673;0;14;8;125;4_7;171;;587;58113;58,113;0,96855;;;;;;
92401692;92401772;92405001;93082054;93166054;673;0;14;8;125;4_7;172;;601;59499;59,499;0,99165;;;;;;
93232760;93232843;93236071;93913052;93996993;673;0;14;8;125;4_7;173;;601;59499;59,499;0,99165;;;;;;
94063609;94063703;94066982;94744050;94828052;673;0;14;8;125;4_7;174;;601;59499;59,499;0,99165;;;;;;
94894763;94894846;94898075;95589051;95673022;687;0;14;8;125;4_7;175;;601;59499;59,499;0,99165;;;;;;
95743366;95743444;95746724;96436051;96520080;687;0;14;8;125;4_7;176;;615;60885;60,885;1,01475;;;;;;
96586799;96586890;96590111;97281051;97364989;687;0;14;8;125;4_7;177;;615;60885;60,885;1,01475;;;;;;
97431659;97431739;97434967;98126049;98210076;687;0;14;8;125;4_7;178;;615;60885;60,885;1,01475;;;;;;
98276763;98276846;98280077;98985051;99069020;701;0;14;8;125;4_7;179;;615;60885;60,885;1,01475;;;;;;
99135669;99135753;99138980;99844049;99928091;701;0;14;8;125;4_7;180;;630;62370;62,37;1,0395;;;;;;
99994813;99994902;99998126;100703050;100787012;701;0;14;8;125;4_7;181;;630;62370;62,37;1,0395;;;;;;
100853641;100853721;100856965;101562048;101646075;701;0;14;8;125;4_7;182;;630;62370;62,37;1,0395;;;;;;
101712832;101712922;101716150;102437050;102520995;716;0;14;8;125;4_7;183;;630;62370;62,37;1,0395;;;;;;
102591215;102591293;102594579;103316050;103400067;716;0;14;8;125;4_7;184;;644;63756;63,756;1,0626;;;;;;
103466761;103466845;103470076;104191050;104275017;716;0;14;8;125;4_7;185;;644;63756;63,756;1,0626;;;;;;
104341659;104341739;104344979;105066048;105150048;716;0;14;8;125;4_7;186;;644;63756;63,756;1,0626;;;;;;
105216748;105216830;105220070;105955050;106039040;730;0;14;8;125;4_7;187;;644;63756;63,756;1,0626;;;;;;
106105770;106105855;106109095;106844048;106928069;730;0;14;8;125;4_7;188;;658;65142;65,142;1,0857;;;;;;
106994782;106994875;106998105;107733050;107816993;730;0;14;8;125;4_7;189;;658;65142;65,142;1,0857;;;;;;
107883627;107883707;107886942;108622048;108706071;730;0;14;8;125;4_7;190;;658;65142;65,142;1,0857;;;;;;
108776412;108776495;108779785;109526052;109610017;744;0;14;8;125;4_7;191;;658;65142;65,142;1,0857;;;;;;
109676657;109676737;109679979;110429048;110513069;744;0;14;8;125;4_7;192;;673;66627;66,627;1,11045;;;;;;
110579796;110579887;110583123;111332059;111416033;744;0;14;8;125;4_7;193;;673;66627;66,627;1,11045;;;;;;
111482699;111482780;111486017;112235048;112319077;744;0;14;8;125;4_7;194;;673;66627;66,627;1,11045;;;;;;
112385769;112385851;112389088;113152050;113236007;759;0;14;8;125;4_7;195;;673;66627;66,627;1,11045;;;;;;
113302657;113302738;113305973;114069048;114153085;759;0;14;8;125;4_7;196;;687;68013;68,013;1,13355;;;;;;
114219764;114219847;114223090;114986050;115070073;759;0;14;8;125;4_7;197;;687;68013;68,013;1,13355;;;;;;
115140425;115140503;115143798;115906050;115990098;759;0;14;8;125;4_7;198;;687;68013;68,013;1,13355;;;;;;
116056794;116056885;116060126;116837050;116921017;773;0;14;8;125;4_7;199;;687;68013;68,013;1,13355;;;;;;
116987673;116987754;116991000;117768048;117852056;773;0;14;8;125;4_7;200;;701;69399;69,399;1,15665;;;;;;
117918758;117918846;117922095;118699050;118783036;773;0;14;8;125;4_7;201;;701;69399;69,399;1,15665;;;;;;
118849685;118849766;118853006;119630048;119714054;773;0;14;8;125;4_7;202;;701;69399;69,399;1,15665;;;;;;
119780786;119780879;119784140;120575050;120659010;787;0;14;8;125;4_7;203;;701;69399;69,399;1,15665;;;;;;
120725717;120725799;120729035;121520048;121604071;787;0;14;8;125;4_7;204;;716;70884;70,884;1,1814;;;;;;
121674512;121674591;121677913;122468052;122552015;787;0;14;8;125;4_7;205;;716;70884;70,884;1,1814;;;;;;
122618656;122618736;122621977;123415048;123499069;787;0;14;8;125;4_7;206;;716;70884;70,884;1,1814;;;;;;
123565769;123565855;123569101;124376050;124459990;802;0;14;8;125;4_7;207;;716;70884;70,884;1,1814;;;;;;
124526655;124526736;124529989;125337048;125421081;802;0;14;8;125;4_7;208;;730;72270;72,27;1,2045;;;;;;
125487826;125487915;125491160;126298050;126381995;802;0;14;8;125;4_7;209;;730;72270;72,27;1,2045;;;;;;
126448666;126448747;126451994;127259048;127343064;802;0;14;8;125;4_7;210;;730;72270;72,27;1,2045;;;;;;
127409763;127409847;127413104;128234050;128317997;816;0;14;8;125;4_7;211;;730;72270;72,27;1,2045;;;;;;
128388401;128388484;128391785;129210050;129294073;816;0;14;8;125;4_7;212;;744;73656;73,656;1,2276;;;;;;
129360761;129360845;129364095;130185050;130269002;816;0;14;8;125;4_7;213;;744;73656;73,656;1,2276;;;;;;
130335648;130335728;130338979;131160052;131244083;816;0;14;8;125;4_7;214;;744;73656;73,656;1,2276;;;;;;
131310798;131310889;131314130;132149050;132233010;830;0;14;8;125;4_7;215;;744;73656;73,656;1,2276;;;;;;
132299652;132299732;132302992;133138048;133222062;830;0;14;8;125;4_7;216;;759;75141;75,141;1,25235;;;;;;
133288788;133288881;133292132;134127050;134211017;830;0;14;8;125;4_7;217;;759;75141;75,141;1,25235;;;;;;
134277655;134277735;134280979;135116048;135200088;830;0;14;8;125;4_7;218;;759;75141;75,141;1,25235;;;;;;
135270514;135270594;135273929;136122057;136206036;845;0;14;8;125;4_7;219;;759;75141;75,141;1,25235;;;;;;
136272680;136272760;136276019;137125048;137209054;845;0;14;8;125;4_7;220;;773;76527;76,527;1,27545;;;;;;
137275761;137275845;137279099;138128050;138211997;845;0;14;8;125;4_7;221;;773;76527;76,527;1,27545;;;;;;
138278671;138278755;138281998;139131048;139215081;845;0;14;8;125;4_7;222;;773;76527;76,527;1,27545;;;;;;
2554912;2554991;2555181;2555270;2639368;0;0;14;0;125;4_8;0;;773;76527;76,527;1,27545;;;;;;
2705984;2706064;2706328;2769054;2852912;58;0;14;8;125;4_8;1;;787;77913;77,913;1,29855;;;;;;
2919439;2919520;2922625;2986050;3070287;58;0;14;8;125;4_8;2;;787;77913;77,913;1,29855;;;;;;
